Produto;Modalidade de acesso;Tipo;CapEx acesso;Velocidade;Tipo de velocidade;Prontidão do Acesso PtP;Tabela regional;12 meses;24 meses;36 meses;48 meses;60 meses
IP Connect;GPON;Acesso+porta;Sem PMT;30;Simétrico;NA;04. Nordeste-Capital (exceto MA);R$ 274,98;R$ 261,65;R$ 249,14;R$ 225,41;R$ 203,18
IP Connect;GPON;Acesso+porta;Sem PMT;30;Simétrico;NA;05. DF/GO/SC-Capital;R$ 293,42;R$ 279,19;R$ 265,85;R$ 240,52;R$ 216,80
IP Connect;GPON;Acesso+porta;Sem PMT;30;Simétrico;NA;06. PR/ES-Capital;R$ 293,42;R$ 279,19;R$ 265,85;R$ 240,52;R$ 216,80
IP Connect;GPON;Acesso+porta;Sem PMT;30;Simétrico;NA;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 274,98;R$ 261,65;R$ 249,14;R$ 225,41;R$ 203,18
IP Connect;GPON;Acesso+porta;Sem PMT;30;Simétrico;NA;08. SP/RJ-Interior;R$ 325,62;R$ 309,83;R$ 295,02;R$ 266,92;R$ 240,59
IP Connect;GPON;Acesso+porta;Sem PMT;30;Simétrico;NA;09. SC/ES-Interior;R$ 293,42;R$ 279,19;R$ 265,85;R$ 240,52;R$ 216,80
IP Connect;GPON;Acesso+porta;Sem PMT;30;Simétrico;NA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 293,42;R$ 279,19;R$ 265,85;R$ 240,52;R$ 216,80
IP Connect;GPON;Acesso+porta;Sem PMT;30;Simétrico;NA;11. PR/MG/RS-Interior;R$ 293,42;R$ 279,19;R$ 265,85;R$ 240,52;R$ 216,80
IP Connect;GPON;Acesso+porta;Sem PMT;30;Simétrico;NA;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 274,98;R$ 261,65;R$ 249,14;R$ 225,41;R$ 203,18
IP Connect;GPON;Acesso+porta;Sem PMT;30;Simétrico;NA;13. RJ-Metro;R$ 325,62;R$ 309,83;R$ 295,02;R$ 266,92;R$ 240,59
IP Connect;GPON;Acesso+porta;Sem PMT;30;Simétrico;NA;14. SC/ES/PR/MG - zona de interesse;R$ 293,42;R$ 279,19;R$ 265,85;R$ 240,52;R$ 216,80
IP Connect;GPON;Acesso+porta;Sem PMT;30;Simétrico;NA;15. Nordeste (exceto MA) - zona de interesse;R$ 293,42;R$ 279,19;R$ 265,85;R$ 240,52;R$ 216,80
IP Connect;GPON;Acesso+porta;Sem PMT;30;Simétrico;NA;16. MT/PA/MA - zona de interesse;R$ 293,42;R$ 279,19;R$ 265,85;R$ 240,52;R$ 216,80
IP Connect;GPON;Acesso+porta;Sem PMT;35;Assimétrico;NA;01. SP-Capital;R$ 93,35;R$ 86,80;R$ 80,73;R$ 71,30;R$ 62,70
IP Connect;GPON;Acesso+porta;Sem PMT;35;Assimétrico;NA;02. MG-Capital;R$ 89,39;R$ 85,06;R$ 80,99;R$ 73,28;R$ 66,05
IP Connect;GPON;Acesso+porta;Sem PMT;35;Assimétrico;NA;03. RJ-Capital;R$ 135,55;R$ 128,97;R$ 122,81;R$ 111,11;R$ 100,15
IP Connect;GPON;Acesso+porta;Sem PMT;35;Assimétrico;NA;04. Nordeste-Capital (exceto MA);R$ 93,40;R$ 86,85;R$ 80,78;R$ 71,34;R$ 62,74
IP Connect;GPON;Acesso+porta;Sem PMT;35;Assimétrico;NA;05. DF/GO/SC-Capital;R$ 103,34;R$ 98,33;R$ 93,63;R$ 84,71;R$ 76,36
IP Connect;GPON;Acesso+porta;Sem PMT;35;Assimétrico;NA;06. PR/ES-Capital;R$ 103,34;R$ 98,33;R$ 93,63;R$ 84,71;R$ 76,36
IP Connect;GPON;Acesso+porta;Sem PMT;35;Assimétrico;NA;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 93,40;R$ 86,85;R$ 80,78;R$ 71,34;R$ 62,74
IP Connect;GPON;Acesso+porta;Sem PMT;35;Assimétrico;NA;08. SP/RJ-Interior;R$ 135,55;R$ 128,97;R$ 122,81;R$ 111,11;R$ 100,15
IP Connect;GPON;Acesso+porta;Sem PMT;35;Assimétrico;NA;09. SC/ES-Interior;R$ 103,34;R$ 98,33;R$ 93,63;R$ 84,71;R$ 76,36
IP Connect;GPON;Acesso+porta;Sem PMT;35;Assimétrico;NA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 103,34;R$ 98,33;R$ 93,63;R$ 84,71;R$ 76,36
IP Connect;GPON;Acesso+porta;Sem PMT;35;Assimétrico;NA;11. PR/MG/RS-Interior;R$ 103,34;R$ 98,33;R$ 93,63;R$ 84,71;R$ 76,36
IP Connect;GPON;Acesso+porta;Sem PMT;35;Assimétrico;NA;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 93,40;R$ 86,85;R$ 80,78;R$ 71,34;R$ 62,74
IP Connect;GPON;Acesso+porta;Sem PMT;35;Assimétrico;NA;13. RJ-Metro;R$ 135,55;R$ 128,97;R$ 122,81;R$ 111,11;R$ 100,15
IP Connect;GPON;Acesso+porta;Sem PMT;35;Assimétrico;NA;14. SC/ES/PR/MG - zona de interesse;R$ 103,34;R$ 98,33;R$ 93,63;R$ 84,71;R$ 76,36
IP Connect;GPON;Acesso+porta;Sem PMT;35;Assimétrico;NA;15. Nordeste (exceto MA) - zona de interesse;R$ 103,34;R$ 98,33;R$ 93,63;R$ 84,71;R$ 76,36
IP Connect;GPON;Acesso+porta;Sem PMT;35;Assimétrico;NA;16. MT/PA/MA - zona de interesse;R$ 103,34;R$ 98,33;R$ 93,63;R$ 84,71;R$ 76,36
IP Connect;GPON;Acesso+porta;Sem PMT;40;Simétrico;NA;01. SP-Capital;R$ 290,27;R$ 276,20;R$ 262,99;R$ 237,94;R$ 214,47
IP Connect;GPON;Acesso+porta;Sem PMT;40;Simétrico;NA;02. MG-Capital;R$ 294,80;R$ 280,51;R$ 267,10;R$ 241,66;R$ 217,82
IP Connect;GPON;Acesso+porta;Sem PMT;40;Simétrico;NA;03. RJ-Capital;R$ 340,96;R$ 324,43;R$ 308,92;R$ 279,49;R$ 251,92
IP Connect;GPON;Acesso+porta;Sem PMT;40;Simétrico;NA;04. Nordeste-Capital (exceto MA);R$ 290,32;R$ 276,25;R$ 263,04;R$ 237,99;R$ 214,51
IP Connect;GPON;Acesso+porta;Sem PMT;40;Simétrico;NA;05. DF/GO/SC-Capital;R$ 308,75;R$ 293,79;R$ 279,74;R$ 253,10;R$ 228,13
IP Connect;GPON;Acesso+porta;Sem PMT;40;Simétrico;NA;06. PR/ES-Capital;R$ 308,75;R$ 293,79;R$ 279,74;R$ 253,10;R$ 228,13
IP Connect;GPON;Acesso+porta;Sem PMT;40;Simétrico;NA;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 290,32;R$ 276,25;R$ 263,04;R$ 237,99;R$ 214,51
IP Connect;GPON;Acesso+porta;Sem PMT;40;Simétrico;NA;08. SP/RJ-Interior;R$ 340,96;R$ 324,43;R$ 308,92;R$ 279,49;R$ 251,92
IP Connect;GPON;Acesso+porta;Sem PMT;40;Simétrico;NA;09. SC/ES-Interior;R$ 308,75;R$ 293,79;R$ 279,74;R$ 253,10;R$ 228,13
IP Connect;GPON;Acesso+porta;Sem PMT;40;Simétrico;NA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 308,75;R$ 293,79;R$ 279,74;R$ 253,10;R$ 228,13
IP Connect;GPON;Acesso+porta;Sem PMT;40;Simétrico;NA;11. PR/MG/RS-Interior;R$ 308,75;R$ 293,79;R$ 279,74;R$ 253,10;R$ 228,13
IP Connect;GPON;Acesso+porta;Sem PMT;40;Simétrico;NA;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 290,32;R$ 276,25;R$ 263,04;R$ 237,99;R$ 214,51
IP Connect;GPON;Acesso+porta;Sem PMT;40;Simétrico;NA;13. RJ-Metro;R$ 340,96;R$ 324,43;R$ 308,92;R$ 279,49;R$ 251,92
IP Connect;GPON;Acesso+porta;Sem PMT;40;Simétrico;NA;14. SC/ES/PR/MG - zona de interesse;R$ 308,75;R$ 293,79;R$ 279,74;R$ 253,10;R$ 228,13
IP Connect;GPON;Acesso+porta;Sem PMT;40;Simétrico;NA;15. Nordeste (exceto MA) - zona de interesse;R$ 308,75;R$ 293,79;R$ 279,74;R$ 253,10;R$ 228,13
IP Connect;GPON;Acesso+porta;Sem PMT;40;Simétrico;NA;16. MT/PA/MA - zona de interesse;R$ 308,75;R$ 293,79;R$ 279,74;R$ 253,10;R$ 228,13
IP Connect;GPON;Acesso+porta;Sem PMT;50;Assimétrico;NA;01. SP-Capital;R$ 94,84;R$ 88,19;R$ 82,02;R$ 72,44;R$ 63,70
IP Connect;GPON;Acesso+porta;Sem PMT;50;Assimétrico;NA;02. MG-Capital;R$ 90,75;R$ 86,35;R$ 82,22;R$ 74,39;R$ 67,05
IP Connect;GPON;Acesso+porta;Sem PMT;50;Assimétrico;NA;03. RJ-Capital;R$ 136,90;R$ 130,27;R$ 124,04;R$ 112,22;R$ 101,15
IP Connect;GPON;Acesso+porta;Sem PMT;50;Assimétrico;NA;04. Nordeste-Capital (exceto MA);R$ 94,90;R$ 88,24;R$ 82,07;R$ 72,49;R$ 63,74
IP Connect;GPON;Acesso+porta;Sem PMT;50;Assimétrico;NA;05. DF/GO/SC-Capital;R$ 104,70;R$ 99,63;R$ 94,86;R$ 85,83;R$ 77,36
IP Connect;GPON;Acesso+porta;Sem PMT;50;Assimétrico;NA;06. PR/ES-Capital;R$ 104,70;R$ 99,63;R$ 94,86;R$ 85,83;R$ 77,36
IP Connect;GPON;Acesso+porta;Sem PMT;50;Assimétrico;NA;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 94,90;R$ 88,24;R$ 82,07;R$ 72,49;R$ 63,74
IP Connect;GPON;Acesso+porta;Sem PMT;50;Assimétrico;NA;08. SP/RJ-Interior;R$ 136,90;R$ 130,27;R$ 124,04;R$ 112,22;R$ 101,15
IP Connect;GPON;Acesso+porta;Sem PMT;50;Assimétrico;NA;09. SC/ES-Interior;R$ 104,70;R$ 99,63;R$ 94,86;R$ 85,83;R$ 77,36
IP Connect;GPON;Acesso+porta;Sem PMT;50;Assimétrico;NA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 104,70;R$ 99,63;R$ 94,86;R$ 85,83;R$ 77,36
IP Connect;GPON;Acesso+porta;Sem PMT;50;Assimétrico;NA;11. PR/MG/RS-Interior;R$ 104,70;R$ 99,63;R$ 94,86;R$ 85,83;R$ 77,36
IP Connect;GPON;Acesso+porta;Sem PMT;50;Assimétrico;NA;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 94,90;R$ 88,24;R$ 82,07;R$ 72,49;R$ 63,74
IP Connect;GPON;Acesso+porta;Sem PMT;50;Assimétrico;NA;13. RJ-Metro;R$ 136,90;R$ 130,27;R$ 124,04;R$ 112,22;R$ 101,15
IP Connect;GPON;Acesso+porta;Sem PMT;50;Assimétrico;NA;14. SC/ES/PR/MG - zona de interesse;R$ 104,70;R$ 99,63;R$ 94,86;R$ 85,83;R$ 77,36
IP Connect;GPON;Acesso+porta;Sem PMT;50;Assimétrico;NA;15. Nordeste (exceto MA) - zona de interesse;R$ 104,70;R$ 99,63;R$ 94,86;R$ 85,83;R$ 77,36
IP Connect;GPON;Acesso+porta;Sem PMT;50;Assimétrico;NA;16. MT/PA/MA - zona de interesse;R$ 104,70;R$ 99,63;R$ 94,86;R$ 85,83;R$ 77,36
IP Connect;GPON;Acesso+porta;Sem PMT;50;Simétrico;NA;01. SP-Capital;R$ 305,61;R$ 290,79;R$ 276,89;R$ 250,52;R$ 225,80
IP Connect;GPON;Acesso+porta;Sem PMT;50;Simétrico;NA;02. MG-Capital;R$ 310,14;R$ 295,11;R$ 281,00;R$ 254,23;R$ 229,15
IP Connect;GPON;Acesso+porta;Sem PMT;50;Simétrico;NA;03. RJ-Capital;R$ 356,29;R$ 339,02;R$ 322,81;R$ 292,06;R$ 263,25
IP Connect;GPON;Acesso+porta;Sem PMT;50;Simétrico;NA;04. Nordeste-Capital (exceto MA);R$ 305,66;R$ 290,84;R$ 276,93;R$ 250,56;R$ 225,84
IP Connect;GPON;Acesso+porta;Sem PMT;50;Simétrico;NA;05. DF/GO/SC-Capital;R$ 324,09;R$ 308,38;R$ 293,64;R$ 265,67;R$ 239,46
IP Connect;GPON;Acesso+porta;Sem PMT;50;Simétrico;NA;06. PR/ES-Capital;R$ 324,09;R$ 308,38;R$ 293,64;R$ 265,67;R$ 239,46
IP Connect;GPON;Acesso+porta;Sem PMT;50;Simétrico;NA;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 305,66;R$ 290,84;R$ 276,93;R$ 250,56;R$ 225,84
IP Connect;GPON;Acesso+porta;Sem PMT;50;Simétrico;NA;08. SP/RJ-Interior;R$ 356,29;R$ 339,02;R$ 322,81;R$ 292,06;R$ 263,25
IP Connect;GPON;Acesso+porta;Sem PMT;50;Simétrico;NA;09. SC/ES-Interior;R$ 324,09;R$ 308,38;R$ 293,64;R$ 265,67;R$ 239,46
IP Connect;GPON;Acesso+porta;Sem PMT;50;Simétrico;NA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 324,09;R$ 308,38;R$ 293,64;R$ 265,67;R$ 239,46
IP Connect;GPON;Acesso+porta;Sem PMT;50;Simétrico;NA;11. PR/MG/RS-Interior;R$ 324,09;R$ 308,38;R$ 293,64;R$ 265,67;R$ 239,46
IP Connect;GPON;Acesso+porta;Sem PMT;50;Simétrico;NA;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 305,66;R$ 290,84;R$ 276,93;R$ 250,56;R$ 225,84
IP Connect;GPON;Acesso+porta;Sem PMT;50;Simétrico;NA;13. RJ-Metro;R$ 356,29;R$ 339,02;R$ 322,81;R$ 292,06;R$ 263,25
IP Connect;GPON;Acesso+porta;Sem PMT;50;Simétrico;NA;14. SC/ES/PR/MG - zona de interesse;R$ 324,09;R$ 308,38;R$ 293,64;R$ 265,67;R$ 239,46
IP Connect;GPON;Acesso+porta;Sem PMT;50;Simétrico;NA;15. Nordeste (exceto MA) - zona de interesse;R$ 324,09;R$ 308,38;R$ 293,64;R$ 265,67;R$ 239,46
IP Connect;GPON;Acesso+porta;Sem PMT;50;Simétrico;NA;16. MT/PA/MA - zona de interesse;R$ 324,09;R$ 308,38;R$ 293,64;R$ 265,67;R$ 239,46
IP Connect;GPON;Acesso+porta;Sem PMT;100;Assimétrico;NA;01. SP-Capital;R$ 99,82;R$ 92,82;R$ 86,33;R$ 76,25;R$ 67,05
IP Connect;GPON;Acesso+porta;Sem PMT;100;Assimétrico;NA;02. MG-Capital;R$ 95,28;R$ 90,66;R$ 86,33;R$ 78,10;R$ 70,40
IP Connect;GPON;Acesso+porta;Sem PMT;100;Assimétrico;NA;03. RJ-Capital;R$ 141,43;R$ 134,57;R$ 128,14;R$ 115,94;R$ 104,50
IP Connect;GPON;Acesso+porta;Sem PMT;100;Assimétrico;NA;04. Nordeste-Capital (exceto MA);R$ 99,88;R$ 92,87;R$ 86,38;R$ 76,29;R$ 67,09
IP Connect;GPON;Acesso+porta;Sem PMT;100;Assimétrico;NA;05. DF/GO/SC-Capital;R$ 109,23;R$ 103,93;R$ 98,97;R$ 89,54;R$ 80,71
IP Connect;GPON;Acesso+porta;Sem PMT;100;Assimétrico;NA;06. PR/ES-Capital;R$ 109,23;R$ 103,93;R$ 98,97;R$ 89,54;R$ 80,71
IP Connect;GPON;Acesso+porta;Sem PMT;100;Assimétrico;NA;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 99,88;R$ 92,87;R$ 86,38;R$ 76,29;R$ 67,09
IP Connect;GPON;Acesso+porta;Sem PMT;100;Assimétrico;NA;08. SP/RJ-Interior;R$ 141,43;R$ 134,57;R$ 128,14;R$ 115,94;R$ 104,50
IP Connect;GPON;Acesso+porta;Sem PMT;100;Assimétrico;NA;09. SC/ES-Interior;R$ 109,23;R$ 103,93;R$ 98,97;R$ 89,54;R$ 80,71
IP Connect;GPON;Acesso+porta;Sem PMT;100;Assimétrico;NA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 109,23;R$ 103,93;R$ 98,97;R$ 89,54;R$ 80,71
IP Connect;GPON;Acesso+porta;Sem PMT;100;Assimétrico;NA;11. PR/MG/RS-Interior;R$ 109,23;R$ 103,93;R$ 98,97;R$ 89,54;R$ 80,71
IP Connect;GPON;Acesso+porta;Sem PMT;100;Assimétrico;NA;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 99,88;R$ 92,87;R$ 86,38;R$ 76,29;R$ 67,09
IP Connect;GPON;Acesso+porta;Sem PMT;100;Assimétrico;NA;13. RJ-Metro;R$ 141,43;R$ 134,57;R$ 128,14;R$ 115,94;R$ 104,50
IP Connect;GPON;Acesso+porta;Sem PMT;100;Assimétrico;NA;14. SC/ES/PR/MG - zona de interesse;R$ 109,23;R$ 103,93;R$ 98,97;R$ 89,54;R$ 80,71
IP Connect;GPON;Acesso+porta;Sem PMT;100;Assimétrico;NA;15. Nordeste (exceto MA) - zona de interesse;R$ 109,23;R$ 103,93;R$ 98,97;R$ 89,54;R$ 80,71
IP Connect;GPON;Acesso+porta;Sem PMT;100;Assimétrico;NA;16. MT/PA/MA - zona de interesse;R$ 109,23;R$ 103,93;R$ 98,97;R$ 89,54;R$ 80,71
IP Connect;GPON;Acesso+porta;Sem PMT;100;Simétrico;NA;01. SP-Capital;R$ 382,29;R$ 363,76;R$ 346,37;R$ 313,38;R$ 282,46
IP Connect;GPON;Acesso+porta;Sem PMT;100;Simétrico;NA;02. MG-Capital;R$ 386,82;R$ 368,07;R$ 350,47;R$ 317,09;R$ 285,81
IP Connect;GPON;Acesso+porta;Sem PMT;100;Simétrico;NA;03. RJ-Capital;R$ 432,98;R$ 411,99;R$ 392,29;R$ 354,92;R$ 319,91
IP Connect;GPON;Acesso+porta;Sem PMT;100;Simétrico;NA;04. Nordeste-Capital (exceto MA);R$ 382,34;R$ 363,81;R$ 346,41;R$ 313,42;R$ 282,50
IP Connect;GPON;Acesso+porta;Sem PMT;100;Simétrico;NA;05. DF/GO/SC-Capital;R$ 400,78;R$ 381,35;R$ 363,11;R$ 328,53;R$ 296,12
IP Connect;GPON;Acesso+porta;Sem PMT;100;Simétrico;NA;06. PR/ES-Capital;R$ 400,78;R$ 381,35;R$ 363,11;R$ 328,53;R$ 296,12
IP Connect;GPON;Acesso+porta;Sem PMT;100;Simétrico;NA;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 382,34;R$ 363,81;R$ 346,41;R$ 313,42;R$ 282,50
IP Connect;GPON;Acesso+porta;Sem PMT;100;Simétrico;NA;08. SP/RJ-Interior;R$ 432,98;R$ 411,99;R$ 392,29;R$ 354,92;R$ 319,91
IP Connect;GPON;Acesso+porta;Sem PMT;100;Simétrico;NA;09. SC/ES-Interior;R$ 400,78;R$ 381,35;R$ 363,11;R$ 328,53;R$ 296,12
IP Connect;GPON;Acesso+porta;Sem PMT;100;Simétrico;NA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 400,78;R$ 381,35;R$ 363,11;R$ 328,53;R$ 296,12
IP Connect;GPON;Acesso+porta;Sem PMT;100;Simétrico;NA;11. PR/MG/RS-Interior;R$ 400,78;R$ 381,35;R$ 363,11;R$ 328,53;R$ 296,12
IP Connect;GPON;Acesso+porta;Sem PMT;100;Simétrico;NA;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 382,34;R$ 363,81;R$ 346,41;R$ 313,42;R$ 282,50
IP Connect;GPON;Acesso+porta;Sem PMT;100;Simétrico;NA;13. RJ-Metro;R$ 432,98;R$ 411,99;R$ 392,29;R$ 354,92;R$ 319,91
IP Connect;GPON;Acesso+porta;Sem PMT;100;Simétrico;NA;14. SC/ES/PR/MG - zona de interesse;R$ 400,78;R$ 381,35;R$ 363,11;R$ 328,53;R$ 296,12
IP Connect;GPON;Acesso+porta;Sem PMT;100;Simétrico;NA;15. Nordeste (exceto MA) - zona de interesse;R$ 400,78;R$ 381,35;R$ 363,11;R$ 328,53;R$ 296,12
IP Connect;GPON;Acesso+porta;Sem PMT;100;Simétrico;NA;16. MT/PA/MA - zona de interesse;R$ 400,78;R$ 381,35;R$ 363,11;R$ 328,53;R$ 296,12
IP Connect;GPON;Acesso+porta;Sem PMT;200;Assimétrico;NA;01. SP-Capital;R$ 113,62;R$ 106,52;R$ 100,38;R$ 89,78;R$ 79,77
IP Connect;GPON;Acesso+porta;Sem PMT;200;Assimétrico;NA;02. MG-Capital;R$ 110,67;R$ 105,62;R$ 100,87;R$ 91,87;R$ 83,12
IP Connect;GPON;Acesso+porta;Sem PMT;200;Assimétrico;NA;03. RJ-Capital;R$ 156,82;R$ 149,53;R$ 142,68;R$ 129,70;R$ 117,22
IP Connect;GPON;Acesso+porta;Sem PMT;200;Assimétrico;NA;04. Nordeste-Capital (exceto MA);R$ 113,68;R$ 106,58;R$ 100,43;R$ 89,83;R$ 79,81
IP Connect;GPON;Acesso+porta;Sem PMT;200;Assimétrico;NA;05. DF/GO/SC-Capital;R$ 124,62;R$ 118,89;R$ 113,51;R$ 103,30;R$ 93,43
IP Connect;GPON;Acesso+porta;Sem PMT;200;Assimétrico;NA;06. PR/ES-Capital;R$ 124,62;R$ 118,89;R$ 113,51;R$ 103,30;R$ 93,43
IP Connect;GPON;Acesso+porta;Sem PMT;200;Assimétrico;NA;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 113,68;R$ 106,58;R$ 100,43;R$ 89,83;R$ 79,81
IP Connect;GPON;Acesso+porta;Sem PMT;200;Assimétrico;NA;08. SP/RJ-Interior;R$ 156,82;R$ 149,53;R$ 142,68;R$ 129,70;R$ 117,22
IP Connect;GPON;Acesso+porta;Sem PMT;200;Assimétrico;NA;09. SC/ES-Interior;R$ 124,62;R$ 118,89;R$ 113,51;R$ 103,30;R$ 93,43
IP Connect;GPON;Acesso+porta;Sem PMT;200;Assimétrico;NA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 124,62;R$ 118,89;R$ 113,51;R$ 103,30;R$ 93,43
IP Connect;GPON;Acesso+porta;Sem PMT;200;Assimétrico;NA;11. PR/MG/RS-Interior;R$ 124,62;R$ 118,89;R$ 113,51;R$ 103,30;R$ 93,43
IP Connect;GPON;Acesso+porta;Sem PMT;200;Assimétrico;NA;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 113,68;R$ 106,58;R$ 100,43;R$ 89,83;R$ 79,81
IP Connect;GPON;Acesso+porta;Sem PMT;200;Assimétrico;NA;13. RJ-Metro;R$ 156,82;R$ 149,53;R$ 142,68;R$ 129,70;R$ 117,22
IP Connect;GPON;Acesso+porta;Sem PMT;200;Assimétrico;NA;14. SC/ES/PR/MG - zona de interesse;R$ 124,62;R$ 118,89;R$ 113,51;R$ 103,30;R$ 93,43
IP Connect;GPON;Acesso+porta;Sem PMT;200;Assimétrico;NA;15. Nordeste (exceto MA) - zona de interesse;R$ 124,62;R$ 118,89;R$ 113,51;R$ 103,30;R$ 93,43
IP Connect;GPON;Acesso+porta;Sem PMT;200;Assimétrico;NA;16. MT/PA/MA - zona de interesse;R$ 124,62;R$ 118,89;R$ 113,51;R$ 103,30;R$ 93,43
IP Connect;GPON;Acesso+porta;Sem PMT;200;Simétrico;NA;01. SP-Capital;R$ 535,66;R$ 509,69;R$ 485,32;R$ 439,10;R$ 395,78
IP Connect;GPON;Acesso+porta;Sem PMT;200;Simétrico;NA;02. MG-Capital;R$ 540,19;R$ 514,01;R$ 489,43;R$ 442,81;R$ 399,13
IP Connect;GPON;Acesso+porta;Sem PMT;200;Simétrico;NA;03. RJ-Capital;R$ 586,34;R$ 557,92;R$ 531,24;R$ 480,65;R$ 433,23
IP Connect;GPON;Acesso+porta;Sem PMT;200;Simétrico;NA;04. Nordeste-Capital (exceto MA);R$ 535,71;R$ 509,74;R$ 485,37;R$ 439,14;R$ 395,82
IP Connect;GPON;Acesso+porta;Sem PMT;200;Simétrico;NA;05. DF/GO/SC-Capital;R$ 554,14;R$ 527,28;R$ 502,07;R$ 454,25;R$ 409,44
IP Connect;GPON;Acesso+porta;Sem PMT;200;Simétrico;NA;06. PR/ES-Capital;R$ 554,14;R$ 527,28;R$ 502,07;R$ 454,25;R$ 409,44
IP Connect;GPON;Acesso+porta;Sem PMT;200;Simétrico;NA;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 535,71;R$ 509,74;R$ 485,37;R$ 439,14;R$ 395,82
IP Connect;GPON;Acesso+porta;Sem PMT;200;Simétrico;NA;08. SP/RJ-Interior;R$ 586,34;R$ 557,92;R$ 531,24;R$ 480,65;R$ 433,23
IP Connect;GPON;Acesso+porta;Sem PMT;200;Simétrico;NA;09. SC/ES-Interior;R$ 554,14;R$ 527,28;R$ 502,07;R$ 454,25;R$ 409,44
IP Connect;GPON;Acesso+porta;Sem PMT;200;Simétrico;NA;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 554,14;R$ 527,28;R$ 502,07;R$ 454,25;R$ 409,44
IP Connect;GPON;Acesso+porta;Sem PMT;200;Simétrico;NA;11. PR/MG/RS-Interior;R$ 554,14;R$ 527,28;R$ 502,07;R$ 454,25;R$ 409,44
IP Connect;GPON;Acesso+porta;Sem PMT;200;Simétrico;NA;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 535,71;R$ 509,74;R$ 485,37;R$ 439,14;R$ 395,82
IP Connect;GPON;Acesso+porta;Sem PMT;200;Simétrico;NA;13. RJ-Metro;R$ 586,34;R$ 557,92;R$ 531,24;R$ 480,65;R$ 433,23
IP Connect;GPON;Acesso+porta;Sem PMT;200;Simétrico;NA;14. SC/ES/PR/MG - zona de interesse;R$ 554,14;R$ 527,28;R$ 502,07;R$ 454,25;R$ 409,44
IP Connect;GPON;Acesso+porta;Sem PMT;200;Simétrico;NA;15. Nordeste (exceto MA) - zona de interesse;R$ 554,14;R$ 527,28;R$ 502,07;R$ 454,25;R$ 409,44
IP Connect;GPON;Acesso+porta;Sem PMT;200;Simétrico;NA;16. MT/PA/MA - zona de interesse;R$ 554,14;R$ 527,28;R$ 502,07;R$ 454,25;R$ 409,44
IP Connect;GPON;Acesso+porta;Sem PMT;300;Simétrico;NA;01. SP-Capital;R$ 689,03;R$ 655,62;R$ 624,28;R$ 564,82;R$ 509,10
IP Connect;GPON;Acesso+porta;Sem PMT;300;Simétrico;NA;02. MG-Capital;R$ 693,56;R$ 659,94;R$ 628,39;R$ 568,53;R$ 512,45
IP Connect;GPON;Acesso+porta;Sem PMT;300;Simétrico;NA;03. RJ-Capital;R$ 739,71;R$ 703,85;R$ 670,20;R$ 606,37;R$ 546,55
IP Connect;GPON;Acesso+porta;Sem PMT;300;Simétrico;NA;04. Nordeste-Capital (exceto MA);R$ 689,08;R$ 655,67;R$ 624,32;R$ 564,86;R$ 509,14
IP Connect;GPON;Acesso+porta;Sem PMT;300;Simétrico;NA;05. DF/GO/SC-Capital;R$ 707,51;R$ 673,21;R$ 641,03;R$ 579,97;R$ 522,76
IP Connect;GPON;Acesso+porta;Sem PMT;300;Simétrico;NA;06. PR/ES-Capital;R$ 707,51;R$ 673,21;R$ 641,03;R$ 579,97;R$ 522,76
IP Connect;GPON;Acesso+porta;Sem PMT;300;Simétrico;NA;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 689,08;R$ 655,67;R$ 624,32;R$ 564,86;R$ 509,14
